roi_label,condition,modality,parcel_category,parcel_name,hemisphere,mean_beta_mean,mean_beta_std,mean_beta_sem,mean_beta_count
lh_anttemp,quilted_speech,auditory,language,anttemp,lh,-0.16142046533665538,0.14376084518179036,0.058690119281106,6
lh_anttemp,scenes,visual,language,anttemp,lh,0.2857162183734521,0.3715068444017571,0.15166703412264168,6
lh_anttemp,words_scr_objects,visual,language,anttemp,lh,0.13280969236920656,0.3360124841290246,0.1371765222201902,6
lh_eba,bodies,visual,julian,eba,lh,0.7454243742105328,0.48304454104661565,0.19720210810018216,6
lh_eba,faces,visual,julian,eba,lh,0.4418255416855727,0.6371151760809939,0.2601011814636488,6
lh_eba,false_belief,auditory,julian,eba,lh,0.5149505629012233,0.4435267630367219,0.18106904278471259,6
lh_eba,false_photo,auditory,julian,eba,lh,0.48656354375418115,0.39759767311584526,0.16231857034195366,6
lh_eba,math,auditory,julian,eba,lh,0.3173808189476399,0.3167086430086673,0.1292957620834183,6
lh_eba,nonwords,auditory,julian,eba,lh,0.4108431267016432,0.3769575461477215,0.15389227379226003,6
lh_eba,objects,visual,julian,eba,lh,0.5388050925828266,0.4139997932213929,0.16901470783502645,6
lh_eba,quilted_speech,auditory,julian,eba,lh,0.3176194004091123,0.36461858787704193,0.14885491517215016,6
lh_eba,scenes,visual,julian,eba,lh,0.08868134277151372,0.21890001520106722,0.08936555698834932,6
lh_eba,words_scr_objects,visual,julian,eba,lh,0.1469153019585878,0.21015791598744293,0.08579660992932173,6
lh_ffa,bodies,visual,julian,ffa,lh,0.28590723517585265,0.2762683384932611,0.11278607689916569,6
lh_ffa,faces,visual,julian,ffa,lh,0.7444720577861456,0.8320732710261,0.3396924904370799,6
lh_ffa,false_belief,auditory,julian,ffa,lh,0.39179230065442566,0.42483955435125376,0.17344002178532877,6
lh_ffa,false_photo,auditory,julian,ffa,lh,0.3633223266709476,0.27985665148443545,0.11425099954346188,6
lh_ffa,math,auditory,julian,ffa,lh,0.3319170464291072,0.29093762403533113,0.11877478764404205,6
lh_ffa,nonwords,auditory,julian,ffa,lh,0.36685775143122945,0.31463665547081215,0.12844987671322652,6
lh_ffa,objects,visual,julian,ffa,lh,0.2670302789657413,0.25544367234486287,0.10428444254460142,6
lh_ffa,quilted_speech,auditory,julian,ffa,lh,0.38401528898369613,0.3905974250158964,0.15946073102232663,6
lh_ffa,scenes,visual,julian,ffa,lh,0.22652423146783998,0.14018067293774364,0.05722852008290775,6
lh_ffa,words_scr_objects,visual,julian,ffa,lh,0.2035687906943997,0.1990729184985225,0.08127117865467373,6
lh_ifg,bodies,visual,language,ifg,lh,0.37421326431296764,0.3589492358692451,0.14654041190692924,6
lh_ifg,faces,visual,language,ifg,lh,0.3339641990775108,0.3008415418304515,0.12281804515279454,6
lh_ifg,false_belief,auditory,language,ifg,lh,0.8472163958129014,0.49573320495493006,0.20238223344902204,6
lh_ifg,false_photo,auditory,language,ifg,lh,0.7536175543409102,0.5025811504025637,0.20517789547120827,6
lh_ifg,math,auditory,language,ifg,lh,0.08045354913460755,0.33522711000052774,0.1368558945748568,6
lh_ifg,nonwords,auditory,language,ifg,lh,0.0873120922780208,0.32236536786148445,0.13160511033420536,6
lh_ifg,objects,visual,language,ifg,lh,0.35083488823857617,0.3358956678511711,0.13712883217445815,6
lh_ifg,quilted_speech,auditory,language,ifg,lh,-0.029960152726729944,0.10866215977011305,0.0443611409642598,6
lh_ifg,scenes,visual,language,ifg,lh,0.31077627116540346,0.3381692938515295,0.13805703610225864,6
lh_ifg,words_scr_objects,visual,language,ifg,lh,0.2600239456973266,0.33237081401651175,0.1356898166223235,6
lh_ifgorb,bodies,visual,language,ifgorb,lh,0.4443713804695783,0.3725410645346324,0.15208925272385135,6
lh_ifgorb,faces,visual,language,ifgorb,lh,0.2922985473426469,0.3208028374943203,0.13096720998301273,6
lh_ifgorb,false_belief,auditory,language,ifgorb,lh,0.8293300594181763,0.4561554972278352,0.18622470192895715,6
lh_ifgorb,false_photo,auditory,language,ifgorb,lh,0.6960208765928847,0.5946178278868852,0.24275171171415644,6
lh_ifgorb,math,auditory,language,ifgorb,lh,0.09113318547451055,0.4289915067362763,0.17513504924860157,6
lh_ifgorb,nonwords,auditory,language,ifgorb,lh,0.1243637697610296,0.3780453513732708,0.1543363684159482,6
